poll_id,question_id,response,xtab1_var,xtab1_val,xtab2_var,xtab2_val,pct,notes_x,total_percentage,percent_norm,favorability,response_order,response_shortened,pct_fav,date,pollster,sample_size,margin_of_error,demographic,method of contact,country,crosstabs_entered,crosstabs_not_entered,is_complete,"If incomplete, emailed?",Link,notes_y,question_text,short_question,benefit_eligibility,short_question_len,response_scale,val_order,question_text_wrap,pollster_wrap
22,17,Don't know,Region,Yorkshire,-,-,5.0,,100.0,0.05,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,16,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,Scotland,-,-,3.0,,100.0,0.03,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,10,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
22,17,Don't know,Region,Wales,-,-,13.0,,100.0,0.13,0,0,Don't know,0.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"Universal Basic Income is a programme whereby a Government guarantees every adult citizen a certain amount of money each year. This guaranteed income would be given to all adult citizens without exception, regardless of their employment status or their wealth. To what extent, if at all, would you support or oppose the implementation of Universal Basic Income in the UK?",UBI [framed as guaranteed income w/o work requirement],,54,,14,"Universal Basic Income is a<br>programme whereby a Government<br>guarantees every adult citizen<br>a certain amount of money each<br>year. This guaranteed income<br>would be given to all adult<br>citizens without exception,<br>regardless of their employment<br>status or their wealth. To<br>what extent, if at all, would<br>you support or oppose the<br>implementation of Universal<br>Basic Income in the UK?",Redfield and Wilton<br>Strategies
21,18,Significantly more likely,-,-,-,-,14.0,,100.0,0.14,1,2,Much more,14.0,2020-07-01,Redfield and Wilton Strategies,2000.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region",,False,,https://redfieldandwiltonstrategies.com/uk-public-unfamiliar-with-universal-basic-income-but-cautiously-supportive/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
21,18,More likely,-,-,-,-,27.0,,100.0,0.27,1,1,More likely,27.0,2020-07-01,Redfield and Wilton Strategies,2000.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region",,False,,https://redfieldandwiltonstrategies.com/uk-public-unfamiliar-with-universal-basic-income-but-cautiously-supportive/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
21,18,Neither more likely nor less likely,-,-,-,-,35.0,,100.0,0.35,0,0,Neither more/less,0.0,2020-07-01,Redfield and Wilton Strategies,2000.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region",,False,,https://redfieldandwiltonstrategies.com/uk-public-unfamiliar-with-universal-basic-income-but-cautiously-supportive/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
21,18,Less likely,-,-,-,-,11.0,,100.0,0.11,-1,-1,Less likely,-11.0,2020-07-01,Redfield and Wilton Strategies,2000.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region",,False,,https://redfieldandwiltonstrategies.com/uk-public-unfamiliar-with-universal-basic-income-but-cautiously-supportive/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
21,18,Significantly less likely,-,-,-,-,6.0,,100.0,0.06,-1,-2,Much less,-6.0,2020-07-01,Redfield and Wilton Strategies,2000.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region",,False,,https://redfieldandwiltonstrategies.com/uk-public-unfamiliar-with-universal-basic-income-but-cautiously-supportive/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
21,18,Don't know,-,-,-,-,7.0,,100.0,0.07,0,0,Don't know,0.0,2020-07-01,Redfield and Wilton Strategies,2000.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region",,False,,https://redfieldandwiltonstrategies.com/uk-public-unfamiliar-with-universal-basic-income-but-cautiously-supportive/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
22,18,Significantly more likely,-,-,-,-,13.0,,100.0,0.13,1,2,Much more,13.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,0,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
22,18,Significantly more likely,Gender,Male,-,-,12.0,,100.0,0.12,1,2,Much more,12.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,2,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
22,18,Significantly more likely,Gender,Female,-,-,14.0,,100.0,0.14,1,2,Much more,14.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,1,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
22,18,Significantly more likely,Age,18-24,-,-,12.0,,100.0,0.12,1,2,Much more,12.0,2021-03-24,Redfield and Wilton Strategies,1500.0,,Eligible Voters in Great Britain,Unknown,UK,"Gender, Age, Vote in most recent GE, Region, Vote in Dec 2019 GE",,True,,https://redfieldandwiltonstrategies.com/universal-basic-income-supported-by-a-majority-of-british-public/,,"If a major party/political candidate were to adopt Universal Basic Income as part of its platform, would you be more or less likely to vote for them?",Support for UBI candidate,,25,,1,"If a major party/political<br>candidate were to adopt<br>Universal Basic Income as part<br>of its platform, would you be<br>more or less likely to vote<br>for them?",Redfield and Wilton<br>Strategies
